CommitId;RefactoringType;RefactoringDetail
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Move Class;Move Class	org.apache.drill.exec.store.hive.schema.HiveSchemaFactory.TableNameLoader moved to org.apache.drill.exec.store.hive.DrillHiveMetaStoreClient.NonCloseableHiveClientWithCaching.TableNameLoader
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Move Class;Move Class	org.apache.drill.exec.store.hive.schema.HiveSchemaFactory.DatabaseLoader moved to org.apache.drill.exec.store.hive.DrillHiveMetaStoreClient.NonCloseableHiveClientWithCaching.DatabaseLoader
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Move Class;Move Class	org.apache.drill.exec.store.hive.schema.HiveSchemaFactory.TableLoaderLoader moved to org.apache.drill.exec.store.hive.DrillHiveMetaStoreClient.NonCloseableHiveClientWithCaching.TableLoaderLoader
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Move Class;Move Class	org.apache.drill.exec.store.hive.schema.HiveSchemaFactory.TableLoader moved to org.apache.drill.exec.store.hive.DrillHiveMetaStoreClient.NonCloseableHiveClientWithCaching.TableLoader
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Extract Variable;Extract Variable	property : String in method public HiveSchemaFactory(plugin HiveStoragePlugin, name String, hiveConfigOverride Map<String,String>) from class org.apache.drill.exec.store.hive.schema.HiveSchemaFactory
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Extract Variable;Extract Variable	value : String in method public HiveSchemaFactory(plugin HiveStoragePlugin, name String, hiveConfigOverride Map<String,String>) from class org.apache.drill.exec.store.hive.schema.HiveSchemaFactory
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Inline Method;Inline Method	public createFileSystem(proxyUserName String, fsConf Configuration, stats OperatorStats) : DrillFileSystem inlined to public createFileSystem(proxyUserName String, fsConf Configuration) : DrillFileSystem in class org.apache.drill.exec.util.ImpersonationUtil
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Rename Attribute;Rename Attribute	conf : Configuration to dfsConf : Configuration in class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Attribute;Pull Up Attribute	protected MINIDFS_STORAGE_PLUGIN_NAME : String from class org.apache.drill.exec.impersonation.TestImpersonationDisabledWithMiniDFS to class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Attribute;Pull Up Attribute	protected MINIDFS_STORAGE_PLUGIN_NAME : String from class org.apache.drill.exec.impersonation.TestImpersonationMetadata to class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Attribute;Pull Up Attribute	protected MINIDFS_STORAGE_PLUGIN_NAME : String from class org.apache.drill.exec.impersonation.TestImpersonationQueries to class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Attribute;Pull Up Attribute	protected org1Users : String[] from class org.apache.drill.exec.impersonation.TestImpersonationQueries to class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Attribute;Pull Up Attribute	protected org1Groups : String[] from class org.apache.drill.exec.impersonation.TestImpersonationQueries to class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Attribute;Pull Up Attribute	protected org2Users : String[] from class org.apache.drill.exec.impersonation.TestImpersonationQueries to class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Attribute;Pull Up Attribute	protected org2Groups : String[] from class org.apache.drill.exec.impersonation.TestImpersonationQueries to class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Move Attribute;Move Attribute	private databases : LoadingCache<String,List<String>> from class org.apache.drill.exec.store.hive.schema.HiveSchemaFactory to class org.apache.drill.exec.store.hive.DrillHiveMetaStoreClient.NonCloseableHiveClientWithCaching
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Move Attribute;Move Attribute	private tableNameLoader : LoadingCache<String,List<String>> from class org.apache.drill.exec.store.hive.schema.HiveSchemaFactory to class org.apache.drill.exec.store.hive.DrillHiveMetaStoreClient.NonCloseableHiveClientWithCaching
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Move Attribute;Move Attribute	private tableLoaders : LoadingCache<String,LoadingCache<String,HiveReadEntry>> from class org.apache.drill.exec.store.hive.schema.HiveSchemaFactory to class org.apache.drill.exec.store.hive.DrillHiveMetaStoreClient.NonCloseableHiveClientWithCaching
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Method;Pull Up Method	public addMiniDfsBasedStorage() : void from class org.apache.drill.exec.impersonation.TestImpersonationDisabledWithMiniDFS to protected addMiniDfsBasedStorage(workspaces Map<String,WorkspaceConfig>) : void from class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Method;Pull Up Method	public addMiniDfsBasedStorage() : void from class org.apache.drill.exec.impersonation.TestImpersonationMetadata to protected addMiniDfsBasedStorage(workspaces Map<String,WorkspaceConfig>) : void from class org.apache.drill.exec.impersonation.BaseTestImpersonation
c1b847acdc8cb90a1498b236b3bb5c81ca75c044;Pull Up Method;Pull Up Method	public addMiniDfsBasedStorageAndGenerateTestData() : void from class org.apache.drill.exec.impersonation.TestImpersonationQueries to protected addMiniDfsBasedStorage(workspaces Map<String,WorkspaceConfig>) : void from class org.apache.drill.exec.impersonation.BaseTestImpersonation
