CommitId;RefactoringType;RefactoringDetail
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public resourceHandlerMappingOverrideWebjars() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public resourceHandlerMappingOverrideAll() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public noLocaleResolver() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public overrideLocale() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public noDateFormat() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public overrideDateFormat() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public noMessageCodesResolver() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public overrideMessageCodesFormat() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public customViewResolver() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(config Class<?>, environment String[]) : void extracted from public customContentNegotiatingViewResolver() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public handerAdaptersCreated() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public handerMappingsCreated() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public resourceHandlerMapping() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public resourceHandlerMappingDisabled() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public ignoreDefaultModelOnRedirectIsTrue() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public faviconMapping() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public faviconMappingDisabled() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public defaultAsyncRequestTimeout() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
cb98ee25ff52bf97faebe3f45cdef0ced9b4416e;Extract Method;Extract Method	private load(environment String[]) : void extracted from public customAsyncRequestTimeout() : void in class org.springframework.boot.autoconfigure.web.WebMvcAutoConfigurationTests
