CommitId;RefactoringType;RefactoringDetail
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	protected parseAndValidateMetadata(targetType Class<?>, method Method) : MethodMetadata extracted from public parseAndValidatateMetadata(method Method) : MethodMetadata in class feign.Contract.BaseContract
b2b4085348de32f10903970dded99fdf0376a43c;Rename Method;Rename Method	public parseAndValidatateMetadata(method Method) : MethodMetadata renamed to protected parseAndValidateMetadata(targetType Class<?>, method Method) : MethodMetadata in class feign.Contract.Default
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private headersFromAnnotation(targetType Class<?>, data MethodMetadata) : void extracted from public parseAndValidatateMetadata(method Method) : MethodMetadata in class feign.Contract.Default
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	public configKey(targetType Class, method Method) : String extracted from public configKey(method Method) : String in class feign.Feign
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public httpMethods() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public bodyParamIsGeneric() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public tooManyBodies() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public customMethodWithoutPath() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public queryParamsInPathExtract() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public bodyWithoutParameters() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public headersOnMethodAddsContentTypeHeader() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public headersOnTypeAddsContentTypeHeader() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public withPathAndURIParam() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public pathAndQueryParams() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public bodyWithTemplate() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public formParamsParseIntoIndexToName() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public formParamsDoesNotSetBodyType() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public headerParamsParseIntoIndexToName() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public customExpander() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public slashAreEncodedWhenNeeded() : void in class feign.DefaultContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Rename Method;Rename Method	public toKeyMethodFormatsAsExpected() : void renamed to public configKeyFormatsAsExpected() : void in class feign.FeignTest
b2b4085348de32f10903970dded99fdf0376a43c;Rename Method;Rename Method	public parseAndValidatateMetadata(method Method) : MethodMetadata renamed to protected parseAndValidateMetadata(targetType Class<?>, method Method) : MethodMetadata in class feign.jaxrs.JAXRSContract
