CommitId;RefactoringType;RefactoringDetail
04bcfe98dbe7b05e508559930c21379ece845732;Move Class;Move Class	org.gradle.internal.component.model.ComponentArtifactIdentifier moved to org.gradle.api.artifacts.component.ComponentArtifactIdentifier
04bcfe98dbe7b05e508559930c21379ece845732;Extract Interface;Extract Interface	org.gradle.api.internal.artifacts.ivyservice.resolveengine.result.ResolvedArtifactsContainer from classes [org.gradle.api.internal.artifacts.ivyservice.resolveengine.oldresult.ResolvedArtifactResults]
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;Push Down Attribute	private resolvedConfiguration : ResolvedConfiguration from class org.gradle.api.internal.artifacts.ResolverResults to class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;Push Down Attribute	private resolutionResult : ResolutionResult from class org.gradle.api.internal.artifacts.ResolverResults to class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;Push Down Attribute	private fatalFailure : ResolveException from class org.gradle.api.internal.artifacts.ResolverResults to class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;Push Down Attribute	private resolvedLocalComponentsResult : ResolvedLocalComponentsResult from class org.gradle.api.internal.artifacts.ResolverResults to class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;Push Down Attribute	private transientConfigurationResultsBuilder : TransientConfigurationResultsBuilder from class org.gradle.api.internal.artifacts.ResolverResults to class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;Push Down Attribute	private graphResults : ResolvedGraphResults from class org.gradle.api.internal.artifacts.ResolverResults to class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;Push Down Attribute	private artifactResults : ResolvedArtifactsBuilder from class org.gradle.api.internal.artifacts.ResolverResults to class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	public hasError() : boolean from class org.gradle.api.internal.artifacts.ResolverResults to public hasError() : boolean from class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	public getResolvedConfiguration() : ResolvedConfiguration from class org.gradle.api.internal.artifacts.ResolverResults to public getResolvedConfiguration() : ResolvedConfiguration from class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	public getResolutionResult() : ResolutionResult from class org.gradle.api.internal.artifacts.ResolverResults to public getResolutionResult() : ResolutionResult from class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	public eachResolvedProject(action Action<ResolvedProjectConfiguration>) : void from class org.gradle.api.internal.artifacts.ResolverResults to public eachResolvedProject(action Action<ResolvedProjectConfiguration>) : void from class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	public getResolvedLocalComponents() : ResolvedLocalComponentsResult from class org.gradle.api.internal.artifacts.ResolverResults to public getResolvedLocalComponents() : ResolvedLocalComponentsResult from class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	private assertHasResult() : void from class org.gradle.api.internal.artifacts.ResolverResults to private assertHasResult() : void from class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	private assertHasArtifacts() : void from class org.gradle.api.internal.artifacts.ResolverResults to private assertHasArtifacts() : void from class org.gradle.api.internal.artifacts.DefaultResolverResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;Push Down Method	public resolved(resolutionResult ResolutionResult, resolvedLocalComponentsResult ResolvedLocalComponentsResult) : void from class org.gradle.api.internal.artifacts.ResolverResults to public resolved(resolutionResult ResolutionResult, resolvedLocalComponentsResult ResolvedLocalComponentsResult) : void from class org.gradle.api.internal.artifacts.DefaultResolverResults
