CommitId;RefactoringType;RefactoringDetail
446e2537895c15b404a74107069a12f3fc404b15;Move Class;Move Class	org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat.SplitCallable moved to org.apache.cassandra.hadoop.cql3.CqlInputFormat.SplitCallable
446e2537895c15b404a74107069a12f3fc404b15;Move Class;Move Class	org.apache.cassandra.hadoop.BulkRecordWriter.NullOutputHandler moved to org.apache.cassandra.hadoop.cql3.CqlBulkRecordWriter.NullOutputHandler
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageSchema() : void renamed to public testCqlNativeStorageSchema() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageFullCopy() : void renamed to public testCqlNativeStorageFullCopy() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageSingleTupleCopy() : void renamed to public testCqlNativeStorageSingleTupleCopy() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageBagOnlyCopy() : void renamed to public testCqlNativeStorageBagOnlyCopy() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageFilter() : void renamed to public testCqlNativeStorageFilter() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageJoin() : void renamed to public testCqlNativeStorageJoin() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageCounterCF() : void renamed to public testCqlNativeStorageCounterCF() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageCompositeColumnCF() : void renamed to public testCqlNativeStorageCompositeColumnCF() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Method;Rename Method	public testCassandraStorageCompositeKeyCF() : void renamed to public testCqlNativeStorageCompositeKeyCF() : void in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Rename Variable;Rename Variable	got : ColumnOrSuperColumn to row : Row in method private getColumnValue(ks String, cf String, colName String, key String, validator String) : String in class org.apache.cassandra.pig.ThriftColumnFamilyTest
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	public MAPRED_TASK_ID : String from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	private logger : Logger from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	private keyspace : String from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	private cfName : String from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	private partitioner : IPartitioner from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	private session : Session from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	public BATCH_THRESHOLD : String from class org.apache.cassandra.hadoop.ColumnFamilyOutputFormat to class org.apache.cassandra.hadoop.cql3.CqlOutputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Attribute;Move Attribute	public QUEUE_SIZE : String from class org.apache.cassandra.hadoop.ColumnFamilyOutputFormat to class org.apache.cassandra.hadoop.cql3.CqlOutputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Method;Move Method	protected validateConfiguration(conf Configuration) : void from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to protected validateConfiguration(conf Configuration) : void from class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Method;Move Method	public getSplits(context JobContext) : List<InputSplit> from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to public getSplits(context JobContext) : List<org.apache.hadoop.mapreduce.InputSplit> from class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Method;Move Method	private rangeToTokenRange(metadata Metadata, range Range<Token>) : TokenRange from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to private rangeToTokenRange(metadata Metadata, range Range<Token>) : TokenRange from class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Method;Move Method	private getSubSplits(keyspace String, cfName String, range TokenRange, conf Configuration) : Map<TokenRange,Long> from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to private getSubSplits(keyspace String, cfName String, range TokenRange, conf Configuration) : Map<TokenRange,Long> from class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Method;Move Method	private getRangeMap(conf Configuration, keyspace String) : Map<TokenRange,Set<Host>> from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to private getRangeMap(conf Configuration, keyspace String) : Map<TokenRange,Set<Host>> from class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Method;Move Method	private describeSplits(keyspace String, table String, tokenRange TokenRange, splitSize int) : Map<TokenRange,Long> from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to private describeSplits(keyspace String, table String, tokenRange TokenRange, splitSize int) : Map<TokenRange,Long> from class org.apache.cassandra.hadoop.cql3.CqlInputFormat
446e2537895c15b404a74107069a12f3fc404b15;Move Method;Move Method	public getSplits(jobConf JobConf, numSplits int) : InputSplit[] from class org.apache.cassandra.hadoop.AbstractColumnFamilyInputFormat to public getSplits(jobConf JobConf, numSplits int) : InputSplit[] from class org.apache.cassandra.hadoop.cql3.CqlInputFormat
