CommitId;RefactoringType;RefactoringDetail
fcc9a34356817d93c24b5ccf3107ec234a28b136;Rename Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#doSaveContext();web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#onResponseCommitted()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Pull Up Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#getOutputStream();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#getOutputStream()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Pull Up Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#getWriter();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#getWriter()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Pull Up Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#sendError(int, String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#sendError(int, String)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Pull Up Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#sendRedirect(String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#sendRedirect(String)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Pull Up Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#sendError(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#sendError(int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Pull Up Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#flushBuffer();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#flushBuffer()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#checkError();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#checkError()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#equals(Object);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#equals(Object)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#format(Locale, String, Object[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#format(Locale, String, Object[])
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#format(String, Object[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#format(String, Object[])
