CommitId;RefactoringType;RefactoringDetail
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Iconicus/src/com.facebook.iconicus.GameBoard;samples/Iconicus/src/com.example.iconicus.GameBoard
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Iconicus/src/com.facebook.iconicus.GameController;samples/Iconicus/src/com.example.iconicus.GameController
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/HelloFacebookSample/src/com.facebook.samples.hellofacebook.HelloFacebookBroadcastReceiver;samples/HelloFacebookSample/src/com.example.hellofacebook.HelloFacebookBroadcastReceiver
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/RPSSample/src/com.facebook.samples.rps.CommonObjects;samples/RPSSample/src/com.example.rps.CommonObjects
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/RPSSample/src/com.facebook.samples.rps.ContentFragment;samples/RPSSample/src/com.example.rps.ContentFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/RPSSample/src/com.facebook.samples.rps.MainActivity;samples/RPSSample/src/com.example.rps.MainActivity
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/RPSSample/src/com.facebook.samples.rps.OpenGraphConsts;samples/RPSSample/src/com.example.rps.OpenGraphConsts
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/RPSSample/src/com.facebook.samples.rps.RpsFragment;samples/RPSSample/src/com.example.rps.RpsFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/RPSSample/src/com.facebook.samples.rps.RpsGameUtils;samples/RPSSample/src/com.example.rps.RpsGameUtils
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/RPSSample/src/com.facebook.samples.rps.usersettings.UserSettingsFragment;samples/RPSSample/src/com.example.rps.usersettings.UserSettingsFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/SwitchUserSample/src/com.facebook.samples.switchuser.ProfileFragment;samples/SwitchUserSample/src/com.example.switchuser.ProfileFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/SwitchUserSample/src/com.facebook.samples.switchuser.Slot;samples/SwitchUserSample/src/com.example.switchuser.Slot
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/SwitchUserSample/src/com.facebook.samples.switchuser.UserInfo;samples/SwitchUserSample/src/com.example.switchuser.UserInfo
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/SwitchUserSample/src/com.facebook.samples.switchuser.UserInfoCache;samples/SwitchUserSample/src/com.example.switchuser.UserInfoCache
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.BaseListElement;samples/Scrumptious/src/com.example.scrumptious.BaseListElement
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.FullListView;samples/Scrumptious/src/com.example.scrumptious.FullListView
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.MainActivity;samples/Scrumptious/src/com.example.scrumptious.MainActivity
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.PickerActivity;samples/Scrumptious/src/com.example.scrumptious.PickerActivity
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.ScrumptiousApplication;samples/Scrumptious/src/com.example.scrumptious.ScrumptiousApplication
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.SelectionFragment;samples/Scrumptious/src/com.example.scrumptious.SelectionFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.SplashFragment;samples/Scrumptious/src/com.example.scrumptious.SplashFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.picker.GraphObjectAdapter;samples/Scrumptious/src/com.example.scrumptious.picker.GraphObjectAdapter
