CommitId;RefactoringType;RefactoringDetail
04bcfe98dbe7b05e508559930c21379ece845732;Move Class;subprojects/dependency-management/src/main/java/org.gradle.internal.component.model.ComponentArtifactIdentifier;subprojects/core/src/main/groovy/org.gradle.api.artifacts.component.ComponentArtifactIdentifier
04bcfe98dbe7b05e508559930c21379ece845732;Extract Interface;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ivyservice.resolveengine.oldresult.ResolvedArtifactResults;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ivyservice.resolveengine.result.ResolvedArtifactsContainer
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#assertHasArtifacts();subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#assertHasArtifacts()
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#assertHasResult();subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#assertHasResult()
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#eachResolvedProject(Action);subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#eachResolvedProject(Action)
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#failed(ResolveException);subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#failed(ResolveException)
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#getArtifactsBuilder();subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#getArtifactsBuilder()
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#getGraphResults();subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#getGraphResults()
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#getTransientConfigurationResultsBuilder();subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#getTransientConfigurationResultsBuilder()
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#resolved(ResolutionResult, ResolvedLocalComponentsResult);subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#resolved(ResolutionResult, ResolvedLocalComponentsResult)
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#retainState(ResolvedGraphResults, ResolvedArtifactsBuilder, TransientConfigurationResultsBuilder);subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#retainState(ResolvedGraphResults, ResolvedArtifactsBuilder, TransientConfigurationResultsBuilder)
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Method;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#withResolvedConfiguration(ResolvedConfiguration);subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#withResolvedConfiguration(ResolvedConfiguration)
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#fatalFailure;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#fatalFailure
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#graphResults;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#graphResults
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#resolutionResult;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#resolutionResult
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#resolvedConfiguration;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#resolvedConfiguration
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#resolvedLocalComponentsResult;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#resolvedLocalComponentsResult
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#transientConfigurationResultsBuilder;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#transientConfigurationResultsBuilder
04bcfe98dbe7b05e508559930c21379ece845732;Push Down Attribute;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.ResolverResults#artifactResults;subprojects/dependency-management/src/main/java/org.gradle.api.internal.artifacts.DefaultResolverResults#artifactResults
