CommitId;RefactoringType;RefactoringDetail
b2b4085348de32f10903970dded99fdf0376a43c;Rename Method;core/src/test/java/feign.FeignTest#toKeyMethodFormatsAsExpected();core/src/test/java/feign.FeignTest#configKeyFormatsAsExpected()
b2b4085348de32f10903970dded99fdf0376a43c;Rename Method;jaxrs/src/main/java/feign.jaxrs.JAXRSContract#parseAndValidatateMetadata(Method);jaxrs/src/main/java/feign.jaxrs.JAXRSContract#parseAndValidateMetadata(Class, Method)
b2b4085348de32f10903970dded99fdf0376a43c;Rename Method;core/src/main/java/feign.Contract.Default#parseAndValidatateMetadata(Method);core/src/main/java/feign.Contract.Default#headersFromAnnotation(Class, MethodMetadata)
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/main/java/feign.Contract.BaseContract#parseAndValidatateMetadata(Method);core/src/main/java/feign.Contract.BaseContract#parseAndValidateMetadata(Class, Method)
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#formParamsDoesNotSetBodyType();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#headerParamsParseIntoIndexToName();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#customExpander();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#slashAreEncodedWhenNeeded();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#httpMethods();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#bodyParamIsGeneric();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#tooManyBodies();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;core/src/test/java/feign.DefaultContractTest#customMethodWithoutPath();core/src/test/java/feign.DefaultContractTest#parseAndValidateMetadata(Class, String, Class[])
